"Recipient Company","Parent Company","Award Date","Award Type","Grant Amount","Face Loan Amount","Contract Amount","Awarding Agency","Program Name","Award Details","Data Source for Award","Facility Name","Facility State","Facility City","Facility Street Address","Facility Zip Code","Facility Congressional District","Facility NAICS Code","PPP Lender","Jobs Reported at Time of Application","Notes","Ownership Structure","Stock Ticker Symbol","Parent Headquarters State","Parent Headquarters Country","Parent Sector","Parent Industry","Parent Total Workforce at end of 2019","Parent Latest Workforce Size","Parent Employment-related Penalties Since 2010","Parent Federal Corporate Income Tax Rate","Parent Total Federal, State, and Local Subsidies Since 2010","Parent Government-contracting-related Penalties Since 2010","Parent Environmental / Healthcare / Safety Penalties Since 2010","Parent Consumer Protection / Financial / Competition-related Penaties Since 2010","Parent Ratio of CEO Pay to that of Median Worker","CEO Pay","Median Worker Pay","Parent TARP Loans Received During Financial Crisis","Employment Issues","Tax/Subsidy Issues","Government Contracting Issues","Environment/Safety Issues","Consumer Protection Issues","CEO Compensation Issues","POGO Link","Just Capital Link","Follow The Money Link","Violation Tracker Link","Subsidy Tracker Link"
"Southern University And Agricultural & Mechanical Colg At Baton Rouge","Southern University System","20200409","grant","$4,698,401","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Louisiana","","","","","","","0","","non-profit","","Louisiana","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Southern University At New Orleans","Southern University System","20200409","grant","$1,240,831","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Louisiana","","","","","","","0","","non-profit","","Louisiana","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Southern University At Shreveport - Bossier City","Southern University System","20200409","grant","$1,297,557","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Louisiana","","","","","","","0","","non-profit","","Louisiana","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Southern Utah University","Utah System of Higher Education","20200409","grant","$2,812,348","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Utah","","","","","","","0","","non-profit","","Utah","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Reno/Tahoe International","Reno-Tahoe Airport Authority","20200414","grant","$30,957,866","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","1st Round Payment (CARES Act). The amounts, which appear on a map found at the URL below, can also be downloaded into a KML file by expanding the map to full screen and clicking on the three dots at the top of the legend.","https://www.faa.gov/airports/cares_act/map/","","Nevada","Reno","","","","","","0","","government-owned","","Nevada","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Southside Virginia Community College","Virginia Community College System","20200409","grant","$838,923","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Virginia","","","","","","","0","","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Southwest Minnesota State University","Minnesota State Colleges and Universities","20200409","grant","$822,117","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Minnesota","","","","","","","0","","non-profit","","Minnesota","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Southwest Tennessee Community College","Tennessee Board of Regents","20200409","grant","$3,649,218","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Tennessee","","","","","","","0","","non-profit","","Tennessee","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Southwest Virginia Community College","Virginia Community College System","20200409","grant","$835,767","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Virginia","","","","","","","0","","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Southwestern Community College District","California Community Colleges","20200409","grant","$4,626,632","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","California","","","","","","","0","","non-profit","","California","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Southwestern Illinois College","Illinois Community College System","20200409","grant","$2,338,757","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Illinois","","","","","","","0","","non-profit","","Illinois","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Southwestern Oklahoma State University","Oklahoma State System of Higher Education","20200409","grant","$1,721,756","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Oklahoma","","","","","","","0","","non-profit","","Oklahoma","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Sowela Technical Community College","Louisiana Community and Technical College System","20200409","grant","$1,246,691","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Louisiana","","","","","","","0","","non-profit","","Louisiana","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Spartan College Of Aeronautics & Technology","Sterling Partners, LLC","20200409","grant","$558,761","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","California","","","","","","","0","","privately held","","Oklahoma","USA","private equity (including portfolio companies)","private equity (including portfolio companies)","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Spartan College Of Aeronautics And Technology","Sterling Partners, LLC","20200409","grant","$663,095","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Oklahoma","","","","","","","0","","privately held","","Oklahoma","USA","private equity (including portfolio companies)","private equity (including portfolio companies)","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Richmond International","Capital Region Airport Commission","20200414","grant","$18,814,584","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","1st Round Payment (CARES Act). The amounts, which appear on a map found at the URL below, can also be downloaded into a KML file by expanding the map to full screen and clicking on the three dots at the top of the legend.","https://www.faa.gov/airports/cares_act/map/","","Virginia","Highland Springs","","","","","","0","","government-owned","","Virginia","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"St. Cloud State University","Minnesota State Colleges and Universities","20200409","grant","$3,910,882","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","1st Round Payment (HEERF I). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/allocationstableinstitutionalportion.pdf","","Minnesota","","","","","","","0","","non-profit","","Minnesota","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
