"Recipient Company","Parent Company","Award Date","Award Type","Grant Amount","Face Loan Amount","Contract Amount","Awarding Agency","Program Name","Award Details","Data Source for Award","Facility Name","Facility State","Facility City","Facility Street Address","Facility Zip Code","Facility Congressional District","Facility NAICS Code","PPP Lender","Jobs Reported at Time of Application","Notes","Ownership Structure","Stock Ticker Symbol","Parent Headquarters State","Parent Headquarters Country","Parent Sector","Parent Industry","Parent Total Workforce at end of 2019","Parent Latest Workforce Size","Parent Employment-related Penalties Since 2010","Parent Federal Corporate Income Tax Rate","Parent Total Federal, State, and Local Subsidies Since 2010","Parent Government-contracting-related Penalties Since 2010","Parent Environmental / Healthcare / Safety Penalties Since 2010","Parent Consumer Protection / Financial / Competition-related Penaties Since 2010","Parent Ratio of CEO Pay to that of Median Worker","CEO Pay","Median Worker Pay","Parent TARP Loans Received During Financial Crisis","Employment Issues","Tax/Subsidy Issues","Government Contracting Issues","Environment/Safety Issues","Consumer Protection Issues","CEO Compensation Issues","POGO Link","Just Capital Link","Follow The Money Link","Violation Tracker Link","Subsidy Tracker Link"
"HORIZON GLOBAL CO LLC","Horizon Global Corp.","20200415","loan","$0","$8,670,300","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Michigan","PLYMOUTH","47912 HALYARD DR","48170","MI-11","551112","PNC Bank, National Association","468","","publicly traded","HZN","Michigan","USA","industrial equipment","equipment manufacturing","3,600","0","$0","","$1,282,000","$0","$11,000","$0","","$912,938","$0","$0","no","no","no","no","no","no","","","","horizon-global-corp","horizon-global-corp"
"IBIO, CDMO, LLC.","iBio, Inc.","20200410","loan","$0","$600,000","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Texas","Bryan","8800 HSC Parkway","77807","TX-17","541714","JPMorgan Chase Bank, National Association","32","","publicly traded","IBIO","New York","USA","pharmaceuticals","pharmaceuticals","55","0","$0","","$0","$0","$0","$0","","$347,604","$0","$0","no","no","no","no","no","no","","","","",""
"INTERNATIONAL ISOTOPES IDAHO INC.","International Isotopes Inc.","20200415","loan","$0","$495,500","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Idaho","IDAHO FALLS","4137 Commerce Cir","83401","ID-02","484110","KeyBank National Association","35","","publicly traded","INIS","Idaho","USA","industrial services","generic sodium iodide","37","0","$0","","$0","$0","$0","$0","","$374,723","$0","$0","no","no","no","no","no","no","","","","",""
"ITERUM THERAPEUTICS US LIMITED","Iterum Therapeutics plc","20200428","loan","$0","$743,500","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Illinois","Chicago","200 South Wacker Drive","60606","IL-07","325412","Silicon Valley Bank","20","","publicly traded","ITRM","","Ireland","pharmaceuticals","pharmaceuticals","44","0","$0","","$0","$0","$0","$0","","$1,392,031","$0","$0","no","no","no","no","no","no","","","","",""
"JSW STELL USA INC","Jindal Group","20200629","loan","$0","$10,000,000","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Texas","BAYTOWN","5200 E McKinney Rd.","77523","TX-36","331110","BMO Harris Bank National Association","500","","privately held","","","India","diversified","diversified","0","0","$0","","$4,404,763","$0","$998,549","$0","","$0","$0","$0","no","no","no","no","no","no","","","","jindal-group","jindal-group"
"JONES SODA CO USA INC","Jones Soda Co.","20200416","loan","$0","$334,500","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Washington","SEATTLE","660 S HANFORD ST","98134","WA-07","312111","HomeStreet Bank","28","","publicly traded","JSDA","Washington","USA","beverages","premium beverages","29","0","$0","","$0","$0","$0","$0","","$120,275","$0","$0","no","no","no","no","no","no","","","","",""
"KONATEL, INC.","KonaTel, Inc","20200410","loan","$0","$186,300","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Texas","DALLAS","13601 Preston Rd., Ste 816 E","75240","TX-24","517312","BOKF, National Association","3","","publicly traded","KTEL","Texas","USA","telecommunications","telecommunications","9","0","$0","","$0","$0","$0","$0","","$227,089","$0","$0","no","no","no","no","no","no","","","","",""
"LAZYDAYS MILE HI RV LLC","Lazydays Holdings, Inc.","20200427","loan","$0","$445,625","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Colorado","Aurora","3640 Chambers Road","80011","CO-06","441210","Manufacturers and Traders Trust Company","34","","publicly traded","LAZY","Florida","USA","retailing","recreational vehicle dealerships","935","0","$0","","$0","$0","$0","$0","","$548,138","$0","$0","no","no","no","no","no","no","","","","",""
"LAZYDAYS OF CENTRAL FLORIDA, LLC","Lazydays Holdings, Inc.","20200427","loan","$0","$927,500","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Florida","Wildwood","4505 Monaco Way","34785","FL-11","441210","Manufacturers and Traders Trust Company","87","","publicly traded","LAZY","Florida","USA","retailing","recreational vehicle dealerships","935","0","$0","","$0","$0","$0","$0","","$548,138","$0","$0","no","no","no","no","no","no","","","","",""
"LAZYDAYS OF MINNEAPOLIS LLC","Lazydays Holdings, Inc.","20200427","loan","$0","$420,625","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Minnesota","Ramsey","8390 U.S. 10","55303","MN-06","441210","Manufacturers and Traders Trust Company","43","","publicly traded","LAZY","Florida","USA","retailing","recreational vehicle dealerships","935","0","$0","","$0","$0","$0","$0","","$548,138","$0","$0","no","no","no","no","no","no","","","","",""
"LAZYDAYS RV AMERICA LLC","Lazydays Holdings, Inc.","20200427","loan","$0","$1,236,040","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Colorado","Johnstown","4777 Marketplace Drive","80534","CO-04","441210","Manufacturers and Traders Trust Company","93","","publicly traded","LAZY","Florida","USA","retailing","recreational vehicle dealerships","935","0","$0","","$0","$0","$0","$0","","$548,138","$0","$0","no","no","no","no","no","no","","","","",""
"LAZYDAYS RV OF KNOXVILLE, LLC","Lazydays Holdings, Inc.","20200415","loan","$0","$636,665","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Tennessee","Knoxville","835 Huckleberry Springs Road","37924","TN-02","441210","Manufacturers and Traders Trust Company","57","","publicly traded","LAZY","Florida","USA","retailing","recreational vehicle dealerships","935","0","$0","","$0","$0","$0","$0","","$548,138","$0","$0","no","no","no","no","no","no","","","","",""
"LEXINGTON HEALTH CARE CENTER OF ELMHURST, INC","Lexington Health Network","20200505","loan","$0","$1,065,469","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Illinois","LOMBARD","665 W North Ave","60148","IL-08","623110","West Suburban Bank","104","","privately held","","Illinois","USA","healthcare services","healthcare services","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"LEXINGTON HEALTH CARE CENTER OF LAGRANGE, INC","Lexington Health Network","20200505","loan","$0","$987,615","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Illinois","LOMBARD","665 W North Ave","60148","IL-08","623110","West Suburban Bank","106","","privately held","","Illinois","USA","healthcare services","healthcare services","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"LEXINGTON HEALTH CARE CENTER OF LAKE ZURICH, INC","Lexington Health Network","20200505","loan","$0","$1,353,643","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Illinois","LOMBARD","665 W North Ave","60148","IL-08","623110","West Suburban Bank","141","","privately held","","Illinois","USA","healthcare services","healthcare services","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"LEXINGTON HEALTH CARE CENTER OF LOMBARD, INC","Lexington Health Network","20200505","loan","$0","$1,232,590","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Illinois","LOMBARD","665 W. North Ave","60148","IL-08","623110","West Suburban Bank","126","","privately held","","Illinois","USA","healthcare services","healthcare services","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"NATIONAL HOLDING COMPANY, INC","National Holdings Corporation","20200409","loan","$0","$2,480,200","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Illinois","BROADVIEW","2800 Roosevelt Road","60155","IL-07","484110","BMO Harris Bank National Association","139","","publicly traded","NHLD","New York","USA","financial services","investment banking","340","0","$0","","$0","$0","$0","$0","57 to 1","$2,789,333","$48,906","$0","no","no","no","no","no","no","","","","",""
"NDIVISION SERVICES INC.","nDivision Inc.","20200501","loan","$0","$710,500","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Texas","Irving","7301 N. State Hwy 161, Suite 100","75039","TX-24","","Zions Bank, A Division of","41","","publicly traded","NDVN","Texas","USA","information technology","information technology","41","0","$0","","$0","$0","$0","$0","","$430,647","$0","$0","no","no","no","no","no","no","","","","",""
"NEOVASC US INC","Neovasc Inc.","20200427","loan","$0","$506,461","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Minnesota","New Brighton","900 Long Lake Rd STE 300","55112","MN-04","541715","North American Banking Company","0","","publicly traded","NVCN","","Canada","medical equipment and supplies","medical devices","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"NOBLE ROMAN'S INC","NOBLE ROMANS INC","20200409","loan","$0","$715,000","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Indiana","INDIANAPOLIS","6612 E 75th Street Suite 450","46250","IN-05","722511","The Huntington National Bank","117","","publicly traded","NROM","Indiana","USA","restaurants and foodservice","restaurants","127","0","$0","","$0","$0","$0","$0","","$449,568","$0","$0","no","no","no","no","no","no","","","","",""
"OBALON THERAPUTICS INC.","Obalon Therapeutics, Inc.","20200415","loan","$0","$430,047","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","Carlsbad","5421 Avenida Encinas","92008","CA-49","339113","Silicon Valley Bank","44","","publicly traded","OBLN","California","USA","medical equipment and supplies","obesity treatment devices","34","0","$0","","$0","$0","$0","$0","","$2,316,108","$0","$0","no","no","no","no","no","yes","","","","",""
"OBLONG, INC","Oblong Inc. (formerly Glowpoint Inc.)","20200410","loan","$0","$2,416,600","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Colorado","Conifer","25587 Conifer Road, #105-231","80433","CO-02","541511","MidFirst Bank","132","","publicly traded","OBLG","Colorado","USA","miscellaneous services","video collaboration services","51","0","$0","","$0","$0","$0","$0","","$845,485","$0","$0","no","no","no","no","no","no","","","","",""
"ODYSSEY SEMICONDUCTOR, INC.","Odyssey Semiconductor Technologies, Inc.","20200427","loan","$0","$210,680","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","New York","Ithaca","9 Brown Road","14850","NY-23","334413","Manufacturers and Traders Trust Company","12","","publicly traded","","New York","USA","electrical and electronic equipment","semiconductor manufacturing","12","0","$0","","$0","$0","$0","$0","","$137,825","$0","$0","no","no","no","no","no","no","","","","",""
"OHARA AVOATION MANAGEMENT SERVICES, LLC","O'Hara Aviation Management Services Lc","20200406","loan","$0","$1,186,800","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Texas","MCKINNEY","1500 E INDUSTRIAL BLVD","75069","TX-03","551112","Amarillo National Bank","75","","privately held","","Texas","USA","business services","aviation service providers","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"ONDAS NETWORKS INC","Ondas Holdings Inc.","20200501","loan","$0","$666,091","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","SUNNYVALE","165 GIBRALTAR COURT","94089","CA-17","334210","Wells Fargo Bank, National Association","0","","publicly traded","ONDS","California","USA","miscellaneous manufacturing","wireless networking products","21","0","$0","","$0","$0","$0","$0","","$227,819","$0","$0","no","no","no","no","no","no","","","","",""
"ONE STOP SYSTEM","One Stop Systems, Inc.","20200428","loan","$0","$1,499,360","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","ESCONDIDO","2235 ENTERPRISE ST STE 110","92029","CA-49","517919","Cache Valley Bank","92","","publicly traded","OSS","California","USA","information technology","compuing module design","118","0","$0","","$0","$0","$0","$0","","$516,107","$0","$0","no","no","no","no","no","no","","","","",""
"PERMA-FIX ENVIROMENTAL SERVICES INC","Perma-Fix Environmental Services","20200408","loan","$0","$5,666,300","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Georgia","ATLANTA","8302 Dunwoody Place","30350","GA-06","562211","PNC Bank, National Association","346","","publicly traded","PESI","Georgia","USA","waste management and environmental services","waste treatment facilities","325","0","$0","","$0","$0","$498,595","$0","","$304,680","$0","$0","no","no","no","no","no","no","","","","perma-fix-environmental-services",""
"PERMA-PIPE, INC.","Perma-Pipe International Holdings, Inc.","20200428","loan","$0","$3,153,100","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Illinois","NILES","6410 W HOWARD ST","60714","IL-09","331210","PNC Bank, National Association","0","","publicly traded","PPIH","Illinois","USA","construction and engineering","specialty pipe systems","632","0","$0","","$0","$0","$0","$0","","$1,204,919","$0","$0","no","no","no","no","no","no","","","","",""
"POLARITYTE MD, INC.","PolarityTE, Inc.","20200410","loan","$0","$3,576,145","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Utah","SALT LAKE CITY","123 N Wright Brothers Dr","84116","UT-02","541714","KeyBank National Association","153","","publicly traded","PTE","Utah","USA","medical equipment and supplies","regenerative tissue products and biomaterials","153","0","$0","","$0","$0","$0","$0","","$13,714,337","$0","$0","no","no","no","no","no","yes","","","","",""
